2019-02-16 22:28:26 [scrapy.utils.log] INFO: Scrapy 1.6.0 started (bot: scraper)
2019-02-16 22:28:26 [scrapy.utils.log] INFO: Versions: lxml 4.3.1.0, libxml2 2.9.9, cssselect 1.0.3, parsel 1.5.1, w3lib 1.20.0, Twisted 18.9.0, Python 3.7.2 (default, Feb 12 2019, 08:15:36) - [Clang 10.0.0 (clang-1000.11.45.5)], pyOpenSSL 19.0.0 (OpenSSL 1.1.1a  20 Nov 2018), cryptography 2.5, Platform Darwin-18.2.0-x86_64-i386-64bit
2019-02-16 22:28:26 [scrapy.crawler] INFO: Overridden settings: {'BOT_NAME': 'scraper', 'LOG_FILE': 'logs/default/product/2ca6303c323a11e9a7bb34363b84d4b4.log', 'NEWSPIDER_MODULE': 'scraper.spiders', 'ROBOTSTXT_OBEY': True, 'SPIDER_MODULES': ['scraper.spiders']}
2019-02-16 22:28:26 [scrapy.extensions.telnet] INFO: Telnet Password: 6ff7336d646345c8
2019-02-16 22:28:26 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
2019-02-16 22:28:26 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.robotstxt.RobotsTxtMiddleware',
 'scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2019-02-16 22:28:26 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2019-02-16 22:28:26 [scrapy.middleware] INFO: Enabled item pipelines:
[]
2019-02-16 22:28:26 [scrapy.core.engine] INFO: Spider opened
2019-02-16 22:28:26 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2019-02-16 22:28:26 [scrapy.extensions.telnet] INFO: Telnet console listening on 127.0.0.1:6023
2019-02-16 22:28:32 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/paradise-seeds/pandora-3-semillas-paradise-seeds.html> (referer: https://www.lajuana.cl/paradise-seeds/)
2019-02-16 22:28:32 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/paradise-seeds/lucid-bolt-3-semillas-paradise-seeds.html> (referer: https://www.lajuana.cl/paradise-seeds/)
2019-02-16 22:28:32 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/paradise-seeds/acid-3-semillas-paradise-seeds.html> (referer: https://www.lajuana.cl/paradise-seeds/)
2019-02-16 22:28:33 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/paradise-seeds/spoetnik-n1-3-semillas-paradise-seeds.html> (referer: https://www.lajuana.cl/paradise-seeds/)
2019-02-16 22:28:33 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/flying-dutchmen/dame-blanche-5-semillas-flying-dutchmen.html> (referer: https://www.lajuana.cl/flying-dutchmen/)
2019-02-16 22:28:33 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/flying-dutchmen/skunk-classic-5-semillas-flying-dutchmen.html> (referer: https://www.lajuana.cl/flying-dutchmen/)
2019-02-16 22:28:33 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/flying-dutchmen/amsterdam-mist-5-semillas-flying-dutchmen.html> (referer: https://www.lajuana.cl/flying-dutchmen/)
2019-02-16 22:28:34 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/flying-dutchmen/edelweiss-5-semillas-flying-dutchmen.html> (referer: https://www.lajuana.cl/flying-dutchmen/)
2019-02-16 22:28:35 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/flying-dutchmen/g-force-5-semillas-flying-dutchmen.html> (referer: https://www.lajuana.cl/flying-dutchmen/)
2019-02-16 22:28:35 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dna-genetics/la-confidential-3-semillas-dna-genetics.html> (referer: https://www.lajuana.cl/dna-genetics/)
2019-02-16 22:28:35 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dna-genetics/golden-lemons-3-semillas-dna-genetics.html> (referer: https://www.lajuana.cl/dna-genetics/)
2019-02-16 22:28:35 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dna-genetics/lemon-skunk-3-semillas-dna-genetics.html> (referer: https://www.lajuana.cl/dna-genetics/)
2019-02-16 22:28:35 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dna-genetics/cannalope-kush-3-semillas-dna-genetics.html> (referer: https://www.lajuana.cl/dna-genetics/)
2019-02-16 22:28:38 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/annabis/varicann-q10-gel-75ml.html> (referer: https://www.lajuana.cl/cosmeticos-cannabicos/)
2019-02-16 22:28:38 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/annabis/cremcann-hyaluron-50ml.html> (referer: https://www.lajuana.cl/cosmeticos-cannabicos/)
2019-02-16 22:28:38 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/annabis/arthrocann-warming-75ml.html> (referer: https://www.lajuana.cl/cosmeticos-cannabicos/)
2019-02-16 22:28:38 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/annabis/cremcann-omega-3-6-50ml.html> (referer: https://www.lajuana.cl/cosmeticos-cannabicos/)
2019-02-16 22:28:38 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/annabis/cremcann-hyaluron-15ml.html> (referer: https://www.lajuana.cl/cosmeticos-cannabicos/)
2019-02-16 22:28:39 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/annabis/bodycann-shower-gel-250ml.html> (referer: https://www.lajuana.cl/cosmeticos-cannabicos/)
2019-02-16 22:28:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/annabis/handcann-crema-75ml.html> (referer: https://www.lajuana.cl/cosmeticos-cannabicos/)
2019-02-16 22:28:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/annabis/creamcann-q10-men-50ml.html> (referer: https://www.lajuana.cl/cosmeticos-cannabicos/)
2019-02-16 22:28:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/annabis/boddycann-body-milk-250ml.html> (referer: https://www.lajuana.cl/cosmeticos-cannabicos/)
2019-02-16 22:28:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/test-de-drogas/zydot-euro-blend-test-de-orina-naranja.html> (referer: https://www.lajuana.cl/test-de-drogas/)
2019-02-16 22:28:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/productos-con-cbd/cbd-e-liquid-hemp-bombs-75mg.html> (referer: https://www.lajuana.cl/productos-con-cbd/)
2019-02-16 22:28:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/annabis/bodycann-shampoo-250ml.html> (referer: https://www.lajuana.cl/cosmeticos-cannabicos/)
2019-02-16 22:28:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/productos-con-cbd/jarabe-cbd-hemp-bombs.html> (referer: https://www.lajuana.cl/productos-con-cbd/)
2019-02-16 22:28:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/test-de-drogas/zydot-euro-blend-test-de-orina-cereza.html> (referer: https://www.lajuana.cl/test-de-drogas/)
2019-02-16 22:28:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/productos-con-cbd/capsulas-de-cbd-hemp-bombs.html> (referer: https://www.lajuana.cl/productos-con-cbd/)
2019-02-16 22:28:43 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dna-genetics/cannalope-haze-3-semillas-dna-genetics.html> (referer: https://www.lajuana.cl/dna-genetics/)
2019-02-16 22:28:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dna-genetics/exodus-kush-3-semillas-dna-genetics.html> (referer: https://www.lajuana.cl/dna-genetics/)
2019-02-16 22:28:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dna-genetics/tangilope-3-semillas-dna-genetics.html> (referer: https://www.lajuana.cl/dna-genetics/)
2019-02-16 22:28:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dna-genetics/60-day-wonder-auto-3-semillas-dna-genetics.html> (referer: https://www.lajuana.cl/dna-genetics/)
2019-02-16 22:28:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dutch-passion/auto-duck-3-semillas-dutch-passion.html> (referer: https://www.lajuana.cl/dutch-passion/)
2019-02-16 22:28:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dutch-passion/auto-durban-poison-3-semillas-dutch-passion.html> (referer: https://www.lajuana.cl/dutch-passion/)
2019-02-16 22:28:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dutch-passion/twilight-3-semillas-dutch-passion.html> (referer: https://www.lajuana.cl/dutch-passion/)
2019-02-16 22:28:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dutch-passion/the-edge-3-semillas-dutch-passion.html> (referer: https://www.lajuana.cl/dutch-passion/)
2019-02-16 22:28:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dutch-passion/skunk-ns11-3-semillas-dutch-passion.html> (referer: https://www.lajuana.cl/dutch-passion/)
2019-02-16 22:28:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dutch-passion/mazar-3-semillas-dutch-passion.html> (referer: https://www.lajuana.cl/dutch-passion/)
2019-02-16 22:28:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dutch-passion/cbd-compassion-3-semillas-dutch-passion.html> (referer: https://www.lajuana.cl/dutch-passion/)
2019-02-16 22:28:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dutch-passion/pamir-gold-3-semillas-dutch-passion.html> (referer: https://www.lajuana.cl/dutch-passion/)
2019-02-16 22:28:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dutch-passion/californian-orange-3-semillas-dutch-passion.html> (referer: https://www.lajuana.cl/dutch-passion/)
2019-02-16 22:28:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dna-genetics/sour-kosher-3-semillas-dna-genetics.html> (referer: https://www.lajuana.cl/dna-genetics/)
2019-02-16 22:28:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/eva-seeds/pink-plant-3-semillas-eva-seeds.html> (referer: https://www.lajuana.cl/eva-seeds/)
2019-02-16 22:28:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/eva-seeds/jamaican-dream-3-semillas-eva-seeds.html> (referer: https://www.lajuana.cl/eva-seeds/)
2019-02-16 22:28:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/eva-seeds/missing-in-barcelona-3-semillas-eva-seeds.html> (referer: https://www.lajuana.cl/eva-seeds/)
2019-02-16 22:28:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/eva-seeds/monster-3-semillas-eva-seeds.html> (referer: https://www.lajuana.cl/eva-seeds/)
2019-02-16 22:28:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/grass-o-matic/auto-mass-3-semillas-grassomatic.html> (referer: https://www.lajuana.cl/grass-o-matic/)
2019-02-16 22:28:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dutch-passion/frisian-dew-3-semillas-dutch-passion.html> (referer: https://www.lajuana.cl/dutch-passion/)
2019-02-16 22:28:50 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/eva-seeds/black-dream-3-semillas-eva-seeds.html> (referer: https://www.lajuana.cl/eva-seeds/)
2019-02-16 22:28:51 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dna-genetics-reserva-privada/sour-kush-3-semillas-dna-reserva-privada.html> (referer: https://www.lajuana.cl/DNA-genetics-reserva-privada/)
2019-02-16 22:28:51 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dna-genetics-reserva-privada/og-kush-3-semillas-dna-reserva-privada.html> (referer: https://www.lajuana.cl/DNA-genetics-reserva-privada/)
2019-02-16 22:28:51 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/dna-genetics-reserva-privada/sour-diesel-3-semillas-dna-reserva-privada.html> (referer: https://www.lajuana.cl/DNA-genetics-reserva-privada/)
2019-02-16 22:28:51 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/flying-dutchmen/voyager-5-semillas-flying-dutchmen.html> (referer: https://www.lajuana.cl/flying-dutchmen/)
2019-02-16 22:28:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/flying-dutchmen/flying-dragon-5-semillas-flying-dutchmen.html> (referer: https://www.lajuana.cl/flying-dutchmen/)
2019-02-16 22:28:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/flying-dutchmen/skunk-no1-5-semillas-flying-dutchmen.html> (referer: https://www.lajuana.cl/flying-dutchmen/)
2019-02-16 22:28:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/flying-dutchmen/dutch-delight-5-semillas-flying-dutchmen.html> (referer: https://www.lajuana.cl/flying-dutchmen/)
2019-02-16 22:28:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/flying-dutchmen/tdf-feminized-mix-5-semillas-flying-dutchmen.html> (referer: https://www.lajuana.cl/flying-dutchmen/)
2019-02-16 22:28:53 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/medical-seeds/jack-la-mota-3-semillas-medical-seeds.html> (referer: https://www.lajuana.cl/medical-seeds/)
2019-02-16 22:28:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/medical-seeds/devil-fruit-3-semillas-medical-seeds.html> (referer: https://www.lajuana.cl/medical-seeds/)
2019-02-16 22:28:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/medical-seeds/2046-3-semillas-medical-seeds.html> (referer: https://www.lajuana.cl/medical-seeds/)
2019-02-16 22:28:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/medical-seeds/y-griega-3-semillas-medical-seeds.html> (referer: https://www.lajuana.cl/medical-seeds/)
2019-02-16 22:28:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/medical-seeds/prozack-3-semillas-medical-seeds.html> (referer: https://www.lajuana.cl/medical-seeds/)
2019-02-16 22:28:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/medical-seeds/channel-3-semillas-medical-seeds.html> (referer: https://www.lajuana.cl/medical-seeds/)
2019-02-16 22:28:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/green-house-seeds/nl5-haze-mist-3-semillas-green-house-seeds.html> (referer: https://www.lajuana.cl/green-house-seeds/)
2019-02-16 22:28:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/green-house-seeds/nevilles-haze-3-semillas-green-house-seeds.html> (referer: https://www.lajuana.cl/green-house-seeds/)
2019-02-16 22:28:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/green-house-seeds/exodus-cheese-auto-3-semillas-green-house-seeds.html> (referer: https://www.lajuana.cl/green-house-seeds/)
2019-02-16 22:28:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/green-house-seeds/white-rhino-3-semillas-green-house-seeds.html> (referer: https://www.lajuana.cl/green-house-seeds/)
2019-02-16 22:28:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/green-house-seeds/exodus-cheese-3-semillas-green-house-seeds.html> (referer: https://www.lajuana.cl/green-house-seeds/)
2019-02-16 22:28:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/green-house-seeds/kalashnikova-auto-3-semillas-green-house-seeds.html> (referer: https://www.lajuana.cl/green-house-seeds/)
2019-02-16 22:28:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/green-house-seeds/great-white-shark-3-semillas-green-house-seeds.html> (referer: https://www.lajuana.cl/green-house-seeds/)
2019-02-16 22:28:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/green-house-seeds/cheese-3-semillas-green-house-seeds.html> (referer: https://www.lajuana.cl/green-house-seeds/)
2019-02-16 22:28:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/green-house-seeds/super-critical-3-semillas-green-house-seeds.html> (referer: https://www.lajuana.cl/green-house-seeds/)
2019-02-16 22:28:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/ripper-seeds/ripper-haze-3-semillas-ripper-seeds.html> (referer: https://www.lajuana.cl/ripper-seeds/)
2019-02-16 22:29:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/ripper-seeds/washing-machine-3-semillas-ripper-seeds.html> (referer: https://www.lajuana.cl/ripper-seeds/)
2019-02-16 22:29:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/ripper-seeds/sideral-3-semillas-ripper-seeds.html> (referer: https://www.lajuana.cl/ripper-seeds/)
2019-02-16 22:29:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/ripper-seeds/sour-ripper-3-semillas-ripper-seeds.html> (referer: https://www.lajuana.cl/ripper-seeds/)
2019-02-16 22:29:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/ripper-seeds/black-valley-3-semillas-ripper-seeds.html> (referer: https://www.lajuana.cl/ripper-seeds/)
2019-02-16 22:29:03 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/ripper-seeds/double-glock-3-semillas-ripper-seeds.html> (referer: https://www.lajuana.cl/ripper-seeds/)
2019-02-16 22:29:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/ripper-seeds/criminal-3-semillas-ripper-seeds.html> (referer: https://www.lajuana.cl/ripper-seeds/)
2019-02-16 22:29:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/ripper-seeds/acid-dough-3-semillas-ripper-seeds.html> (referer: https://www.lajuana.cl/ripper-seeds/)
2019-02-16 22:29:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/ripper-seeds/ripper-badazz-3-semillas-ripper-seeds.html> (referer: https://www.lajuana.cl/ripper-seeds/)
2019-02-16 22:29:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/medical-seeds/1024-3-semillas-medical-seeds.html> (referer: https://www.lajuana.cl/medical-seeds/)
2019-02-16 22:29:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.lajuana.cl/ripper-seeds/old-school-3-semillas-ripper-seeds.html> (referer: https://www.lajuana.cl/ripper-seeds/)
